fund_id,fonds,jaar,veld,database,verslag,actie,pagina,vindplaats
8,Verloskundigen (SPV - Midwives),2025,vereiste_dekkingsgraad_pct,120.8,120.6,vervangen,8,"Vereiste dekingsgraad 120,6 117,5"
8,Verloskundigen (SPV - Midwives),2025,rente_afdekking_pct,56.3,60,ter_beoordeling,51,Vanaf begin 2025 dekt het pensioenfonds 60% van het renterisico op basis van de marktrente af
8,Verloskundigen (SPV - Midwives),2025,deelnemers_slapers,1678,1769,vervangen,8,Gewezen deelnemers 1.769 1.678
8,Verloskundigen (SPV - Midwives),2025,deelnemers_pensioengerechtigd,589,638,vervangen,8,Pensioengerechtigden 638 589
8,Verloskundigen (SPV - Midwives),2025,deelnemers_totaal,,5278,gevuld,8,5.278 5.123
8,Verloskundigen (SPV - Midwives),2024,deelnemers_pensioengerechtigd,,589,gevuld,8,Pensioengerechtigden 638 589
8,Verloskundigen (SPV - Midwives),2024,deelnemers_totaal,,5123,gevuld,8,5.278 5.123
9,ABP (Government and Education),2025,nominale_dekkingsgraad_pct,,123.5,gevuld,7,"Dekkingsgraad (A/B) in % 2025 123,5 | 2024 111,7"
9,ABP (Government and Education),2025,reele_dekkingsgraad_pct,,87.5,gevuld,7,"Reële dekkingsgraad in % 2025 87,5 | 2024 85,2"
9,ABP (Government and Education),2025,rente_afdekking_pct,59.3,49.1,ter_beoordeling,26,"Eind 2025 bedroeg de renteafdekking, net als eind 2024, 49,1%"
9,ABP (Government and Education),2025,aum_euro_bn,531.83,559.698,ter_beoordeling,130,Totaal beleggingen (in € mln) Totaal 2025 559.698 | Totaal 2024 568.856
9,ABP (Government and Education),2025,deelnemers_actief,1306248,1330945,vervangen,7,Actieve deelnemers 2025 1.330.945 | 2024 1.306.248
9,ABP (Government and Education),2025,deelnemers_pensioengerechtigd,1051433,1088584,vervangen,7,Pensioengerechtigden 2025 1.088.584 | 2024 1.051.433
9,ABP (Government and Education),2025,deelnemers_totaal,3139659,3201054,vervangen,7,Totaal deelnemers 2025 3.201.054 | 2024 3.139.659
9,ABP (Government and Education),2024,nominale_dekkingsgraad_pct,,111.7,gevuld,7,"Dekkingsgraad (A/B) in % 2025 123,5 | 2024 111,7"
9,ABP (Government and Education),2024,rente_afdekking_pct,55.0,49.1,afwijking_2024,26,"Eind 2025 bedroeg de renteafdekking, net als eind 2024, 49,1%"
9,ABP (Government and Education),2024,aum_euro_bn,542.19,568.856,afwijking_2024,130,Totaal beleggingen (in € mln) Totaal 2025 559.698 | Totaal 2024 568.856
9,ABP (Government and Education),2024,deelnemers_totaal,,3139659,gevuld,7,Totaal deelnemers 2025 3.201.054 | 2024 3.139.659
10,Architectenbureaus (Architecture Firms),2025,beleggingsrendement_pct,-1.2,-1.5,vervangen,6,Realised investment return -1.50% 11.58% 10.38% (header 2025 2024 2023 2022 2021)
10,Architectenbureaus (Architecture Firms),2025,nominale_dekkingsgraad_pct,,137.0,gevuld,6,Current funding ratio 137.0% 122.9% 117.8%
10,Architectenbureaus (Architecture Firms),2025,rente_afdekking_pct,74.2,70.0,ter_beoordeling,7,We have therefore hedged 70% of the interest rate risk.
10,Architectenbureaus (Architecture Firms),2025,deelnemers_actief,9958,10344,vervangen,6,"Participants 10,344 9,958 9,895"
10,Architectenbureaus (Architecture Firms),2025,deelnemers_slapers,23007,23276,vervangen,6,"Former participants 23,276 23,007 23,029"
10,Architectenbureaus (Architecture Firms),2024,nominale_dekkingsgraad_pct,,122.9,gevuld,6,Current funding ratio 137.0% 122.9% 117.8%
10,Architectenbureaus (Architecture Firms),2024,deelnemers_slapers,,23007,gevuld,6,"Former participants 23,276 23,007 23,029"
11,Bakkersbedrijf (Bakeries),2025,beleggingsrendement_pct,-4.7,-5.2,vervangen,6,"Jaarrendement portefeuille -5,2% (2025) | 10,0% (2024)"
11,Bakkersbedrijf (Bakeries),2025,nominale_dekkingsgraad_pct,,130.1,gevuld,6,"Dekkingsgraad 130,1% | 115,5%"
11,Bakkersbedrijf (Bakeries),2025,reele_dekkingsgraad_pct,,87.0,gevuld,6,"Reële dekkingsgraad 87,0% | 86,9%"
11,Bakkersbedrijf (Bakeries),2025,deelnemers_actief,34857,35379,vervangen,6,"Deelnemers, actief en voortgezet 35.379 | 35.636"
11,Bakkersbedrijf (Bakeries),2025,deelnemers_slapers,85680,84739,vervangen,6,Gewezen deelnemers (slapers) 84.739 | 85.650
11,Bakkersbedrijf (Bakeries),2025,deelnemers_pensioengerechtigd,24625,26691,vervangen,6,Pensioengerechtigden 26.691 | 25.365
11,Bakkersbedrijf (Bakeries),2025,deelnemers_totaal,145162,146809,vervangen,6,Totaal aantal deelnemers 146.809 | 146.651
11,Bakkersbedrijf (Bakeries),2024,beleggingsrendement_pct,9.7,10.0,afwijking_2024,6,"Jaarrendement portefeuille -5,2% (2025) | 10,0% (2024)"
11,Bakkersbedrijf (Bakeries),2024,nominale_dekkingsgraad_pct,,115.5,gevuld,6,"Dekkingsgraad 130,1% | 115,5%"
11,Bakkersbedrijf (Bakeries),2024,reele_dekkingsgraad_pct,,86.9,gevuld,6,"Reële dekkingsgraad 87,0% | 86,9%"
11,Bakkersbedrijf (Bakeries),2024,deelnemers_totaal,,146651,gevuld,6,Totaal aantal deelnemers 146.809 | 146.651
12,Banden- en Wielenbranche (Tire and Wheel Branch),2025,beleggingsrendement_pct,-11.9,-11.6,vervangen,5,"Rendement -11,60% 8,52%"
12,Banden- en Wielenbranche (Tire and Wheel Branch),2025,nominale_dekkingsgraad_pct,,116.6,gevuld,6,"Actuele dekkingsgraad 116,6% 105,9%"
12,Banden- en Wielenbranche (Tire and Wheel Branch),2025,reele_dekkingsgraad_pct,,78.3,gevuld,6,"Reële dekkingsgraad 78,3% 78,3%"
12,Banden- en Wielenbranche (Tire and Wheel Branch),2025,vereiste_dekkingsgraad_pct,107.9,114.8,vervangen,6,"Vereiste dekkingsgraad 114,8% 115,2%"
12,Banden- en Wielenbranche (Tire and Wheel Branch),2025,rente_afdekking_pct,90.4,87.0,ter_beoordeling,76,"De feitelijke renteafdekking op basis van de DNB-methodiek bedraagt 87,0% eind 2025"
12,Banden- en Wielenbranche (Tire and Wheel Branch),2025,aum_euro_bn,0.807,1.249048,vervangen,59,Beleggingen voor risico pensioenfonds ... 1.249.048 861.224 (x EUR 1.000)
12,Banden- en Wielenbranche (Tire and Wheel Branch),2024,nominale_dekkingsgraad_pct,,105.9,gevuld,6,"Actuele dekkingsgraad 116,6% 105,9%"
12,Banden- en Wielenbranche (Tire and Wheel Branch),2024,reele_dekkingsgraad_pct,,78.3,gevuld,6,"Reële dekkingsgraad 78,3% 78,3%"
12,Banden- en Wielenbranche (Tire and Wheel Branch),2024,deelnemers_pensioengerechtigd,1870,1889,afwijking_2024,5,Pensioengerechtigden 2.068 1.889
13,Beroepsvervoer over de Weg (Commercial Road Transport),2025,nominale_dekkingsgraad_pct,,127.5,gevuld,5,"Actuele dekkingsgraad volgens FTK in % (a / b) 127,5% 111,3%"
13,Beroepsvervoer over de Weg (Commercial Road Transport),2025,reele_dekkingsgraad_pct,,86.5,gevuld,5,"Reële dekkingsgraad 86,5% 82,2%"
13,Beroepsvervoer over de Weg (Commercial Road Transport),2025,rente_afdekking_pct,62.6,65.0,ter_beoordeling,115,De werkelijke afdekking ultimo 2025 bedraagt 65% (2024: 58%)
13,Beroepsvervoer over de Weg (Commercial Road Transport),2025,aum_euro_bn,37.1,34.781,ter_beoordeling,5,"Balanswaarde (jaareinde, incl. derivaten passiva) 34.781 33.945 (Bedragen x € 1.000.000)"
13,Beroepsvervoer over de Weg (Commercial Road Transport),2025,deelnemers_actief,196941,200228,vervangen,5,"Deelnemers, actief en voortgezet 200.228 196.941"
13,Beroepsvervoer over de Weg (Commercial Road Transport),2024,nominale_dekkingsgraad_pct,,111.3,gevuld,5,"Actuele dekkingsgraad volgens FTK in % (a / b) 127,5% 111,3%"
13,Beroepsvervoer over de Weg (Commercial Road Transport),2024,rente_afdekking_pct,54.9,58.0,afwijking_2024,115,De werkelijke afdekking ultimo 2025 bedraagt 65% (2024: 58%)
13,Beroepsvervoer over de Weg (Commercial Road Transport),2024,aum_euro_bn,35.712,33.945,afwijking_2024,5,"Balanswaarde (jaareinde, incl. derivaten passiva) 34.781 33.945 (Bedragen x € 1.000.000)"
14,Beton / Betonproductenindustrie (Concrete Industry),2025,beleggingsrendement_pct,-4.9,-4.68,vervangen,14,"Performance -4,68% 8,20% 9,04% (kop 2025 2024 2023)"
14,Beton / Betonproductenindustrie (Concrete Industry),2025,nominale_dekkingsgraad_pct,,125.7,gevuld,14,"Aanwezige dekkingsgraad 125,7% 112,0% 110,0%"
14,Beton / Betonproductenindustrie (Concrete Industry),2025,reele_dekkingsgraad_pct,,85.7,gevuld,17,"actuele dekkingsgraad, beleidsdekkingsgraad, vereiste dekkingsgraad en reële dekkingsgraad respectievelijk 125,7%, 118,8%, 116,4% en 85,7% (ultimo 2024: 112,0%, 112,7%, 115,7% en 83,4%)"
14,Beton / Betonproductenindustrie (Concrete Industry),2025,vereiste_dekkingsgraad_pct,116.9,116.4,vervangen,17,"vereiste dekkingsgraad ... 116,4% (ultimo 2024: ... 115,7%)"
14,Beton / Betonproductenindustrie (Concrete Industry),2025,rente_afdekking_pct,82.8,79.0,ter_beoordeling,86,"De renteafdekking per balansdatum, op basis van marktrente, bedraagt 79,0%."
14,Beton / Betonproductenindustrie (Concrete Industry),2025,aum_euro_bn,1.187,1.612035,ter_beoordeling,65,Beleggingen voor risico pensioenfonds (* € 1.000) 1.612.035 1.352.523
14,Beton / Betonproductenindustrie (Concrete Industry),2024,nominale_dekkingsgraad_pct,,112.0,gevuld,14,"Aanwezige dekkingsgraad 125,7% 112,0% 110,0%"
14,Beton / Betonproductenindustrie (Concrete Industry),2024,reele_dekkingsgraad_pct,,83.4,gevuld,17,"actuele dekkingsgraad, beleidsdekkingsgraad, vereiste dekkingsgraad en reële dekkingsgraad respectievelijk 125,7%, 118,8%, 116,4% en 85,7% (ultimo 2024: 112,0%, 112,7%, 115,7% en 83,4%)"
14,Beton / Betonproductenindustrie (Concrete Industry),2024,aum_euro_bn,1.225,1.352523,afwijking_2024,65,Beleggingen voor risico pensioenfonds (* € 1.000) 1.612.035 1.352.523
15,Bouw / BPFBouw (Construction),2025,nominale_dekkingsgraad_pct,,141.0,gevuld,11,"Dekkingsgraad (in procenten) 141,0 125,6"
15,Bouw / BPFBouw (Construction),2025,reele_dekkingsgraad_pct,,97.5,gevuld,29,"2025 141,0 133,1 97,5 / 2024 125,6 126,3 94,5 (Reële dekkingsgraad ultimo jaar)"
15,Bouw / BPFBouw (Construction),2025,rente_afdekking_pct,93.5,61.6,ter_beoordeling,135,"Het werkelijke afdekkingsniveau ultimo 2025 is uitgekomen op 61,6 procent van de dekkingsgraad (2024: 61,8 procent"
15,Bouw / BPFBouw (Construction),2025,aum_euro_bn,66.268,75.713,ter_beoordeling,11,Bedragen in miljoenen euro's: Totaal beleggingen 75.713 78.241
15,Bouw / BPFBouw (Construction),2025,deelnemers_actief,151362,158410,vervangen,10,- Actieve deelnemers 158.410 151.362
15,Bouw / BPFBouw (Construction),2025,deelnemers_slapers,340126,330636,vervangen,10,- Gewezen deelnemers 330.636 340.126
15,Bouw / BPFBouw (Construction),2025,deelnemers_pensioengerechtigd,162319,246917,vervangen,10,- Pensioengerechtigden 246.917 246.659
15,Bouw / BPFBouw (Construction),2025,deelnemers_totaal,653807,746664,vervangen,10,Totaal 746.664 749.104
15,Bouw / BPFBouw (Construction),2024,beleggingsrendement_pct,7.4,7.6,afwijking_2024,11,"Totaalrendement incl. derivaten overlay -3,9 7,6"
15,Bouw / BPFBouw (Construction),2024,nominale_dekkingsgraad_pct,,125.6,gevuld,11,"Dekkingsgraad (in procenten) 141,0 125,6"
15,Bouw / BPFBouw (Construction),2024,reele_dekkingsgraad_pct,,94.5,gevuld,29,"2025 141,0 133,1 97,5 / 2024 125,6 126,3 94,5 (Reële dekkingsgraad ultimo jaar)"
15,Bouw / BPFBouw (Construction),2024,rente_afdekking_pct,77.4,61.8,afwijking_2024,135,"Het werkelijke afdekkingsniveau ultimo 2025 is uitgekomen op 61,6 procent van de dekkingsgraad (2024: 61,8 procent"
15,Bouw / BPFBouw (Construction),2024,aum_euro_bn,69.433,78.241,afwijking_2024,11,Bedragen in miljoenen euro's: Totaal beleggingen 75.713 78.241
15,Bouw / BPFBouw (Construction),2024,deelnemers_actief,,151362,gevuld,10,- Actieve deelnemers 158.410 151.362
15,Bouw / BPFBouw (Construction),2024,deelnemers_slapers,,340126,gevuld,10,- Gewezen deelnemers 330.636 340.126
15,Bouw / BPFBouw (Construction),2024,deelnemers_pensioengerechtigd,,246659,gevuld,10,- Pensioengerechtigden 246.917 246.659
15,Bouw / BPFBouw (Construction),2024,deelnemers_totaal,,749104,gevuld,10,Totaal 746.664 749.104
16,BPL Pensioen (Agriculture),2025,nominale_dekkingsgraad_pct,,133.3,gevuld,11,"Actuele dekkingsgraad 133,3% 115,3%"
16,BPL Pensioen (Agriculture),2025,reele_dekkingsgraad_pct,,89.7,gevuld,11,"Reële dekkingsgraad 89,7% 86,8%"
16,BPL Pensioen (Agriculture),2025,rente_afdekking_pct,66.5,69,ter_beoordeling,35,Per 31 december 2025 is 69% van het renterisico op basis van de marktrente afgedekt.
16,BPL Pensioen (Agriculture),2025,deelnemers_actief,,136349,gevuld,10,"Deelnemers, actief en voortgezet 136.349 133.388"
16,BPL Pensioen (Agriculture),2025,deelnemers_pensioengerechtigd,20,84328,vervangen,10,Pensioengerechtigden 84.328 80.495
16,BPL Pensioen (Agriculture),2025,deelnemers_totaal,454318,678488,vervangen,43,Totaal inclusief ex-deelnemers 678.488 668.161
16,BPL Pensioen (Agriculture),2024,nominale_dekkingsgraad_pct,,115.3,gevuld,11,"Actuele dekkingsgraad 133,3% 115,3%"
16,BPL Pensioen (Agriculture),2024,deelnemers_totaal,,668161,gevuld,43,Totaal inclusief ex-deelnemers 678.488 668.161
17,Detailhandel (Retail),2025,beleggingsrendement_pct,-4.5,-4.8,vervangen,13,"Bruto rendement op totale beleggingen -4,8% 9,2%"
17,Detailhandel (Retail),2025,nominale_dekkingsgraad_pct,,137.1,gevuld,13,"Aanwezige dekkingsgraad 137,1% 117,2%"
17,Detailhandel (Retail),2025,reele_dekkingsgraad_pct,,90.2,gevuld,26,"reële dekkingsgraad van 90,2%. Dit is iets hoger dan eind 2024 (89,5%)"
17,Detailhandel (Retail),2025,rente_afdekking_pct,70.2,70.0,ter_beoordeling,122,het renterisico voor 70% af te dekken (2024: 70%)
17,Detailhandel (Retail),2025,aum_euro_bn,32.313,39.242037,ter_beoordeling,96,Beleggingen voor risico pensioenfonds (bedragen x € 1.000) 39.242.037 37.400.702
17,Detailhandel (Retail),2025,deelnemers_actief,366980,371769,vervangen,13,Actieve deelnemers (inclusief AO) 371.769 366.980
17,Detailhandel (Retail),2025,deelnemers_slapers,751937,785575,vervangen,13,Gewezen deelnemers 785.575 751.937
17,Detailhandel (Retail),2025,deelnemers_pensioengerechtigd,168771,173347,vervangen,13,Gepensioneerden 173.347 168.771
17,Detailhandel (Retail),2025,deelnemers_totaal,1287688,1330691,vervangen,13,Totaal 1.330.691 1.287.688
17,Detailhandel (Retail),2024,nominale_dekkingsgraad_pct,,117.2,gevuld,13,"Aanwezige dekkingsgraad 137,1% 117,2%"
17,Detailhandel (Retail),2024,reele_dekkingsgraad_pct,,89.5,gevuld,26,"reële dekkingsgraad van 90,2%. Dit is iets hoger dan eind 2024 (89,5%)"
17,Detailhandel (Retail),2024,rente_afdekking_pct,72.2,70.0,afwijking_2024,122,het renterisico voor 70% af te dekken (2024: 70%)
17,Detailhandel (Retail),2024,aum_euro_bn,33.409,37.400702,afwijking_2024,96,Beleggingen voor risico pensioenfonds (bedragen x € 1.000) 39.242.037 37.400.702
17,Detailhandel (Retail),2024,deelnemers_actief,,366980,gevuld,13,Actieve deelnemers (inclusief AO) 371.769 366.980
17,Detailhandel (Retail),2024,deelnemers_slapers,,751937,gevuld,13,Gewezen deelnemers 785.575 751.937
17,Detailhandel (Retail),2024,deelnemers_pensioengerechtigd,,168771,gevuld,13,Gepensioneerden 173.347 168.771
17,Detailhandel (Retail),2024,deelnemers_totaal,,1287688,gevuld,13,Totaal 1.330.691 1.287.688
18,HiBiN (Building Materials Trade),2025,nominale_dekkingsgraad_pct,,133.0,gevuld,4,"Dekkingsgraad 133,0% 111,8% 110,7%"
18,HiBiN (Building Materials Trade),2025,reele_dekkingsgraad_pct,,84.8,gevuld,4,"Reële dekkingsgraad 84,80% 82,3% 82,1%"
18,HiBiN (Building Materials Trade),2025,aum_euro_bn,1.269,1.171877,ter_beoordeling,4,Beleggingen (x € 1.000) Belegd vermogen 1.171.877 1.234.557
18,HiBiN (Building Materials Trade),2025,deelnemers_actief,10556,10785,vervangen,4,Actieve deelnemers 10.785 10.556 10.459
18,HiBiN (Building Materials Trade),2024,nominale_dekkingsgraad_pct,,111.8,gevuld,4,"Dekkingsgraad 133,0% 111,8% 110,7%"
